Mileage;Price;PowerPs;Owners;HuTest;FirstRegistration;Color;Automatic;CubicCapacity;EmptyWeight
136330;8890;163;0;22;2006;0;2;1.796;0
210000;8690;163;0;21;2005;0;1;1.796;0
117300;8599;163;3;23;2005;3;1;1.796;1.39
171000;8500;163;4;23;2004;0;1;1.796;0
171000;8500;163;4;23;2004;0;1;1.796;0
70000;8500;193;1;0;1999;0;2;2.295;1.325
70000;8500;193;1;0;1999;0;2;2.295;1.325
78480;8398;193;0;23;2000;0;1;2.295;0
69000;8250;193;1;22;1999;0;2;2.295;1.325
69000;8250;193;1;22;1999;0;2;2.295;1.325
69000;8250;193;1;22;1999;0;2;2.295;1.325
78480;8248;193;0;23;2000;0;1;2.295;0
151117;8200;163;3;23;2004;0;1;1.998;1.365
187000;8000;272;0;0;2004;0;1;3.498;1.485
113520;7990;163;3;22;2002;0;1;1.998;1.365
133000;7990;163;0;21;2004;0;2;1.796;0
91000;7980;163;0;22;2002;0;2;1.998;0
79900;7980;136;1;0;1998;0;2;1.998;0
91000;7980;163;0;22;2002;0;2;1.998;0
79900;7980;136;1;0;1998;0;2;1.998;0
124073;7979;193;2;23;1998;3;1;2.295;0
160000;7950;163;2;22;2005;3;1;1.796;0
115127;7950;163;1;22;2004;3;2;1.796;1.39
115127;7950;163;1;22;2004;3;2;1.796;1.39
199000;7950;163;2;23;2006;1;2;1.796;1.39
138449;7950;163;0;0;2005;0;2;1.796;0
227100;7950;272;3;22;2004;1;2;3.498;1.465
115127;7950;163;1;22;2004;3;2;1.796;1.39
199000;7950;163;2;23;2006;1;2;1.796;1.39
138449;7950;163;0;0;2005;0;2;1.796;0
227100;7950;272;3;22;2004;1;2;3.498;1.465
99800;7950;163;0;23;2004;0;2;1.796;0
99800;7950;163;0;23;2004;0;2;1.796;0
138449;7950;163;0;0;2005;0;2;1.796;0
134165;7900;193;2;23;1998;0;1;2.295;1.325
132400;7900;218;0;22;2000;0;1;3.199;0
134165;7900;193;2;23;1998;0;1;2.295;1.325
134165;7900;193;2;23;1998;0;1;2.295;1.325
134165;7900;193;2;23;1998;0;1;2.295;1.325
71000;7900;136;1;22;1997;1;1;1.998;0
141000;7900;163;0;0;2002;0;1;1.998;0
220000;7900;163;0;22;2005;3;1;1.796;0
134165;7900;193;2;23;1998;0;1;2.295;1.325
71000;7900;136;1;22;1997;1;1;1.998;0
141000;7900;163;0;0;2002;0;1;1.998;0
134165;7900;193;2;23;1998;0;1;2.295;1.325
134165;7900;193;2;23;1998;0;1;2.295;1.325
152000;7900;136;2;23;1997;2;1;1.998;0
134165;7900;193;2;23;1998;0;1;2.295;1.325
98000;7900;193;2;23;1998;0;1;2.295;0
280000;7900;163;0;20;2006;3;2;1.796;0
190000;7900;163;1;21;2006;0;2;1.796;1.39
134165;7900;193;2;0;1998;0;2;2.295;1.325
280000;7900;163;0;20;2006;3;2;1.796;0
48320;7900;136;1;0;1998;0;2;1.998;1.27
190000;7900;163;1;21;2006;0;2;1.796;1.39
134165;7900;193;2;0;1998;0;2;2.295;1.325
280000;7900;163;0;20;2006;3;2;1.796;0
48320;7900;136;1;0;1998;0;2;1.998;1.27
190000;7900;163;1;21;2006;0;2;1.796;1.39
134165;7900;193;2;0;1998;0;2;2.295;1.325
280000;7900;163;0;20;2006;3;2;1.796;0
48320;7900;136;1;0;1998;0;2;1.998;1.27
97500;7900;163;3;23;2000;4;2;1.998;1.365
123000;7900;163;2;22;2005;0;2;1.796;1.39
190000;7900;163;1;21;2006;0;2;1.796;1.39
134165;7900;193;2;0;1998;0;2;2.295;1.325
280000;7900;163;0;20;2006;3;2;1.796;0
155000;7900;163;2;22;2005;2;2;1.796;1.39
134165;7900;193;2;0;1998;0;2;2.295;1.325
155000;7900;163;2;22;2005;2;2;1.796;1.39
134165;7900;193;2;0;1998;0;2;2.295;1.325
280000;7900;163;0;20;2006;3;2;1.796;0
155000;7900;163;2;22;2005;2;2;1.796;1.39
134165;7900;193;2;0;1998;0;2;2.295;1.325
48320;7900;136;1;0;1998;0;2;1.998;1.27
97500;7900;163;3;23;2000;4;2;1.998;1.365
123000;7900;163;2;22;2005;0;2;1.796;1.39
134165;7900;193;2;0;1998;0;2;2.295;1.325
139043;7900;163;0;23;2006;3;2;1.796;1.39
100000;7900;163;3;23;2004;3;2;1.796;0
106000;7890;197;3;22;2001;0;1;2.295;0
106000;7890;197;3;22;2001;0;1;2.295;0
106000;7890;197;3;22;2001;0;1;2.295;0
106000;7890;197;3;22;2001;0;1;2.295;0
106000;7890;197;3;22;2001;0;1;2.295;0
106000;7890;197;3;22;2001;0;1;2.295;0
150000;7890;163;0;22;2005;0;2;1.796;0
263301;7888;163;9;18;2004;3;2;1.796;1.39
263413;7888;163;9;18;2004;3;2;1.796;1.39
263854;7888;163;9;18;2004;3;2;1.796;1.39
197748;7880;197;0;0;2002;4;2;2.295;0
180000;7850;163;3;22;2005;3;1;1.796;0
180000;7850;163;3;22;2005;3;1;1.796;0
180000;7850;163;3;22;2005;3;1;1.796;0
180000;7850;163;3;22;2005;3;1;1.796;0
180000;7850;163;3;22;2005;3;1;1.796;0
75000;7850;136;0;0;1998;9;2;1.998;0
191500;7800;163;0;23;2004;3;1;1.796;0
191500;7800;163;0;23;2004;3;1;1.796;0
119500;7800;197;5;22;2004;1;1;2.295;1.385
119500;7800;197;5;22;2004;1;1;2.295;1.385
177000;7800;163;1;19;2007;1;1;1.796;1.415
177000;7800;163;1;19;2007;1;1;1.796;1.415
119500;7800;197;5;22;2004;1;1;2.295;1.385
119500;7800;197;5;22;2004;1;1;2.295;1.385
119500;7800;197;5;22;2004;1;1;2.295;1.385
177000;7800;163;1;19;2007;1;1;1.796;1.415
177000;7800;163;1;19;2007;1;1;1.796;1.415
119500;7800;197;5;22;2004;1;1;2.295;1.385
166000;7800;163;3;22;2004;0;1;1.796;1.415
177000;7800;163;1;19;2007;1;1;1.796;1.415
177000;7800;163;1;19;2007;1;1;1.796;1.415
119500;7800;197;5;22;2004;1;1;2.295;1.385
177000;7800;163;1;19;2007;1;1;1.796;1.415
119500;7800;197;5;22;2004;1;1;2.295;1.385
140000;7800;163;0;0;2001;3;2;1.998;1.365
90000;7800;197;3;0;2002;3;2;2.295;1.385
53819;7800;136;2;22;1999;0;2;1.998;1.27
140000;7800;163;0;0;2001;3;2;1.998;1.365
90000;7800;197;3;0;2002;3;2;2.295;1.385
53819;7800;136;2;22;1999;0;2;1.998;1.27
140000;7800;163;0;0;2001;3;2;1.998;1.365
90000;7800;197;3;0;2002;3;2;2.295;1.385
53819;7800;136;2;22;1999;0;2;1.998;1.27
140000;7800;163;0;0;2001;3;2;1.998;1.365
169000;7800;163;3;22;2005;0;2;1.796;1.39
53819;7800;136;2;22;1999;0;2;1.998;1.27
140000;7800;163;0;0;2001;3;2;1.998;1.365
215000;7800;193;2;23;1998;9;2;2.295;1.325
53819;7800;136;2;22;1999;0;2;1.998;1.27
140000;7800;163;0;0;2001;3;2;1.998;1.365
215000;7800;193;2;23;1998;9;2;2.295;1.325
53819;7800;136;2;22;1999;0;2;1.998;1.27
140000;7800;163;0;0;2001;3;2;1.998;1.365
215000;7800;193;2;23;1998;9;2;2.295;1.325
53819;7800;136;2;22;1999;0;2;1.998;1.27
140000;7800;163;0;0;2001;3;2;1.998;1.365
53819;7800;136;2;22;1999;0;2;1.998;1.27
140000;7800;163;0;0;2001;3;2;1.998;1.365
99800;7800;197;0;0;2000;2;2;2.295;1.385
99250;7800;193;2;0;1999;2;2;2.295;0
53819;7800;136;2;22;1999;0;2;1.998;1.27
140000;7800;163;0;0;2001;3;2;1.998;1.365
53819;7800;136;2;22;1999;0;2;1.998;1.27
140000;7800;163;0;0;2001;3;2;1.998;1.365
170500;7799;163;2;22;2005;0;2;1.796;1.39
170500;7799;163;2;22;2005;0;2;1.796;1.39
170500;7799;163;2;22;2005;0;2;1.796;1.39
170500;7799;163;2;22;2005;0;2;1.796;1.39
170500;7799;163;2;22;2005;0;2;1.796;1.39
97500;7799;163;3;23;2000;4;2;1.998;0
97500;7799;163;3;23;2000;4;2;1.998;0
99448;7790;163;0;23;2004;0;2;1.998;0
99448;7790;163;0;23;2004;0;2;1.998;0
66500;7790;193;2;23;1996;0;2;2.295;0
91000;7790;163;0;22;2002;0;2;1.998;0
66500;7790;193;2;23;1996;0;2;2.295;0
91000;7790;163;0;22;2002;0;2;1.998;0
91000;7790;163;0;22;2002;0;2;1.998;0
91000;7790;163;0;22;2002;0;2;1.998;0
91000;7790;163;0;22;2002;0;2;1.998;0
91000;7790;163;0;22;2002;0;2;1.998;0
94000;7790;136;0;23;1998;0;2;1.998;0
91000;7790;163;0;22;2002;0;2;1.998;0
91000;7790;163;0;22;2002;0;2;1.998;0
91000;7790;163;0;22;2002;0;2;1.998;0
94000;7790;136;0;23;1998;0;2;1.998;0
91000;7790;163;0;22;2002;0;2;1.998;0
91000;7790;163;0;22;2002;0;2;1.998;0
66500;7790;193;2;23;1996;0;2;2.295;0
91000;7790;163;0;22;2002;0;2;1.998;0
66500;7790;193;2;23;1996;0;2;2.295;0
122000;7777;197;2;23;2002;4;1;2.295;1.385
122000;7777;197;2;23;2002;4;1;2.295;1.385
122000;7777;197;2;23;2002;4;1;2.295;1.385
122000;7777;197;2;23;2002;4;1;2.295;1.385
122000;7777;197;2;23;2002;4;1;2.295;1.385
186000;7763;218;2;23;2000;3;1;3.199;1.405
186000;7763;218;2;23;2000;3;1;3.199;1.405
186000;7763;218;2;23;2000;3;1;3.199;1.405
186000;7763;218;2;23;2000;3;1;3.199;1.405
186000;7763;218;2;23;2000;3;1;3.199;1.405
191500;7700;163;0;23;2004;3;1;1.796;0
193000;7700;163;2;22;2005;3;2;1.796;1.39
193000;7700;163;2;22;2005;3;2;1.796;1.39
193000;7700;163;2;22;2005;3;2;1.796;1.39
193000;7700;163;2;22;2005;3;2;1.796;1.39
165000;7650;163;2;22;2005;5;1;1.796;1.415
122000;7600;197;2;23;2002;4;1;2.295;1.385
122000;7600;197;2;23;2002;4;1;2.295;1.385
122000;7600;197;2;23;2002;4;1;2.295;1.385
122000;7600;197;2;23;2002;4;1;2.295;1.385
122000;7600;197;2;23;2002;4;1;2.295;1.385
86200;7600;163;0;22;2002;0;2;1.998;1.365
86200;7600;163;0;22;2002;0;2;1.998;1.365
86200;7600;163;0;22;2002;0;2;1.998;1.365
86200;7600;163;0;22;2002;0;2;1.998;1.365
86200;7600;163;0;22;2002;0;2;1.998;1.365
86200;7600;163;0;22;2002;0;2;1.998;1.365
86200;7600;163;0;22;2002;0;2;1.998;1.365
86200;7600;163;0;22;2002;0;2;1.998;1.365
86200;7600;163;0;22;2002;0;2;1.998;1.365
87800;7599;163;0;0;2002;0;1;1.998;1.365
87800;7599;163;0;0;2002;0;1;1.998;1.365
87800;7599;163;0;0;2002;0;1;1.998;1.365
126900;7500;163;2;23;2004;0;1;1.796;0
97200;7500;163;2;22;2000;3;1;1.998;1.365
97200;7500;163;2;22;2000;3;1;1.998;1.365
97200;7500;163;2;22;2000;3;1;1.998;1.365
97200;7500;163;2;22;2000;3;1;1.998;1.365
210000;7500;231;4;22;2007;0;1;2.997;0
210000;7500;231;4;22;2007;0;1;2.997;0
210000;7500;231;4;22;2007;0;1;2.997;0
210000;7500;231;4;22;2007;0;1;2.997;0
97200;7500;163;2;22;2000;3;1;1.998;1.365
97200;7500;163;2;22;2000;3;1;1.998;1.365
123861;7500;163;0;0;2002;0;1;0;0
123861;7500;163;0;0;2002;0;1;0;0
56000;7500;136;2;0;1999;0;2;1.998;1.27
98000;7500;136;1;0;1999;0;2;1.998;1.27
178000;7500;163;3;23;2005;4;2;1.796;1.39
90000;7500;193;4;23;1998;0;2;2.295;1.325
56000;7500;136;2;0;1999;0;2;1.998;1.27
98000;7500;136;1;0;1999;0;2;1.998;1.27
178000;7500;163;3;23;2005;4;2;1.796;1.39
90000;7500;193;4;23;1998;0;2;2.295;1.325
98000;7500;136;1;0;1999;0;2;1.998;1.27
98000;7500;136;1;0;1999;0;2;1.998;1.27
47000;7500;136;2;23;1997;0;2;1.998;1.27
150000;7500;163;2;0;2005;3;2;1.796;1.39
47000;7500;136;2;23;1997;0;2;1.998;1.27
47000;7500;136;2;23;1997;0;2;1.998;1.27
47000;7500;136;2;23;1997;0;2;1.998;1.27
150000;7500;163;2;0;2005;3;2;1.796;1.39
123681;7500;163;3;23;2002;0;2;1.998;1.365
131500;7500;163;3;22;2004;0;2;1.796;1.39
99800;7500;197;0;0;2000;2;2;2.295;1.385
47000;7500;136;2;23;1997;0;2;1.998;1.27
123681;7500;163;3;23;2002;0;2;1.998;1.365
47000;7500;136;2;23;1997;0;2;1.998;1.27
150000;7500;163;2;0;2005;3;2;1.796;1.39
47000;7500;136;2;23;1997;0;2;1.998;1.27
169800;7500;163;3;0;2005;0;2;1.796;1.39
111000;7500;218;4;22;2002;3;2;3.199;1.405
47000;7500;136;2;23;1997;0;2;1.998;1.27
169800;7500;163;3;0;2005;0;2;1.796;1.39
111000;7500;218;4;22;2002;3;2;3.199;1.405
47000;7500;136;2;23;1997;0;2;1.998;1.27
150000;7500;163;2;0;2005;3;2;1.796;1.39
131500;7500;163;3;22;2004;0;2;1.796;1.39
111000;7500;218;4;22;2002;3;2;3.199;1.405
47000;7500;136;2;23;1997;0;2;1.998;1.27
150000;7500;163;2;0;2005;3;2;1.796;1.39
123681;7500;163;3;23;2002;0;2;1.998;1.365
131500;7500;163;3;22;2004;0;2;1.796;1.39
99800;7500;197;0;0;2000;2;2;2.295;1.385
98000;7500;136;1;0;1999;0;2;1.998;1.27
47000;7500;136;2;23;1997;0;2;1.998;1.27
169800;7500;163;3;0;2005;0;2;1.796;1.39
47000;7500;136;2;23;1997;0;2;1.998;1.27
169800;7500;163;3;0;2005;0;2;1.796;1.39
110000;7500;218;4;22;2002;3;2;3.199;1.405
95000;7500;163;0;0;2002;3;2;1.998;0
105000;7499;197;2;0;2000;0;1;2.295;0
105000;7499;197;2;0;2000;0;1;2.295;0
105000;7499;197;2;0;2000;0;1;2.295;0
105000;7499;197;2;0;2000;0;1;2.295;0
105000;7499;197;2;0;2000;0;1;2.295;0
105000;7499;197;2;0;2000;0;1;2.295;0
105000;7499;197;2;0;2000;0;1;2.295;0
105000;7499;197;2;0;2000;0;1;2.295;0
105000;7499;197;2;0;2000;0;1;2.295;0
105000;7499;197;2;0;2000;0;1;2.295;0
105000;7499;197;2;0;2000;0;1;2.295;0
105000;7499;197;2;0;2000;0;1;2.295;0
105000;7499;197;2;0;2000;0;1;2.295;0
105000;7499;197;2;0;2000;0;1;2.295;0
105000;7499;197;2;0;2000;0;1;2.295;0
105000;7499;197;2;0;2000;0;1;2.295;0
105000;7499;197;2;0;2000;0;1;2.295;0
125223;7499;193;2;23;1998;3;1;2.295;0
105000;7499;197;2;0;2000;0;1;2.295;0
71000;7490;163;2;0;2001;3;1;1.998;0
147000;7490;163;0;0;2004;0;1;1.796;1.415
71000;7490;163;2;0;2001;3;1;1.998;0
147000;7490;163;0;0;2004;0;1;1.796;1.415
71000;7490;163;2;0;2001;3;1;1.998;0
71000;7490;163;2;0;2001;3;1;1.998;0
157665;7490;197;0;22;2001;3;1;2.295;0
157665;7490;197;0;22;2001;3;1;2.295;0
157665;7490;197;0;22;2001;3;1;2.295;0
157665;7490;197;0;22;2001;3;1;2.295;0
71000;7490;163;2;0;2001;3;1;1.998;0
88000;7490;193;3;22;2000;3;2;2.295;0
125000;7490;193;2;22;1999;2;2;2.295;1.325
88000;7490;193;3;22;2000;3;2;2.295;0
125000;7490;193;2;22;1999;2;2;2.295;1.325
88000;7490;193;3;22;2000;3;2;2.295;0
125000;7490;193;2;22;1999;2;2;2.295;1.325
105750;7490;163;0;0;2003;3;2;1.998;0
88000;7490;193;3;22;2000;3;2;2.295;0
125000;7490;193;2;22;1999;2;2;2.295;1.325
77000;7490;163;1;0;2001;3;2;1.998;0
77000;7490;163;1;0;2001;3;2;1.998;0
105990;7490;163;0;23;2003;3;2;1.998;0
105750;7490;163;0;0;2003;3;2;1.998;0
105750;7490;163;0;0;2003;3;2;1.998;0
105990;7490;163;0;23;2003;3;2;1.998;0
197748;7490;197;0;0;2002;4;2;2.295;0
112000;7483;163;4;23;2003;0;1;1.998;0
112000;7483;163;4;23;2003;0;1;1.998;0
112000;7483;163;4;23;2003;0;1;1.998;0
112000;7483;163;4;23;2003;0;1;1.998;0
112000;7483;163;4;23;2003;0;1;1.998;0
112000;7483;163;4;23;2003;0;1;1.998;0
112000;7483;163;4;23;2003;0;1;1.998;0
112000;7483;163;4;23;2003;0;1;1.998;0
112000;7483;163;4;23;2003;0;1;1.998;0
112000;7483;163;4;23;2003;0;1;1.998;0
112000;7483;163;4;23;2003;0;1;1.998;0
112000;7483;163;4;23;2003;0;1;1.998;0
112000;7483;163;4;23;2003;0;1;1.998;0
112000;7483;163;4;23;2003;0;1;1.998;0
112000;7483;163;4;23;2003;0;1;1.998;0
112000;7483;163;4;23;2003;0;1;1.998;0
112000;7483;163;4;23;2003;0;1;1.998;0
112000;7483;163;4;23;2003;0;1;1.998;0
147000;7480;163;0;0;2001;3;1;1.998;0
147000;7480;163;0;0;2001;3;1;1.998;0
147000;7480;163;0;0;2001;3;1;1.998;0
147000;7480;163;0;0;2001;3;1;1.998;0
147000;7480;163;0;0;2001;3;1;1.998;0
147000;7480;163;0;0;2001;3;1;1.998;0
147000;7480;163;0;0;2001;3;1;1.998;0
147000;7480;163;0;0;2001;3;1;1.998;0
147000;7480;163;0;0;2001;3;1;1.998;0
147000;7480;163;0;0;2001;3;1;1.998;0
147000;7480;163;0;0;2001;3;1;1.998;0
147000;7480;163;0;0;2001;3;1;1.998;0
147000;7480;163;0;0;2001;3;1;1.998;0
147000;7480;163;0;0;2001;3;1;1.998;0
147000;7480;163;0;0;2001;3;1;1.998;0
147000;7480;163;0;0;2001;3;1;1.998;0
147000;7480;163;0;0;2001;3;1;1.998;0
210111;7450;272;3;23;2006;4;1;3.498;1.485
210111;7450;272;3;23;2006;4;1;3.498;1.485
210111;7450;272;3;23;2006;4;1;3.498;1.485
84653;7450;193;4;23;1997;0;1;2.295;0
63800;7450;193;2;23;1999;0;2;2.295;1.325
63800;7450;193;2;23;1999;0;2;2.295;1.325
63800;7450;193;2;23;1999;0;2;2.295;1.325
191000;7400;163;0;0;2007;3;1;1.796;1.415
191000;7400;163;0;0;2007;3;1;1.796;1.415
145000;7400;163;0;0;2003;0;1;1.998;1.365
196950;7400;163;2;0;2006;0;1;1.796;1.415
196950;7400;163;2;0;2006;0;1;1.796;1.415
196950;7400;163;2;0;2006;0;1;1.796;1.415
196950;7400;163;2;0;2006;0;1;1.796;1.415
196950;7400;163;2;0;2006;0;1;1.796;1.415
196950;7400;163;2;0;2006;0;1;1.796;1.415
196950;7400;163;2;0;2006;0;1;1.796;1.415
196950;7400;163;2;0;2006;0;1;1.796;1.415
89000;7400;218;2;0;2000;6;1;3.199;0
81000;7400;197;0;0;2000;0;2;2.295;1.385
81000;7400;197;0;0;2000;0;2;2.295;1.385
160000;7399;163;0;21;2004;1;1;1.796;1.415
164000;7399;163;0;23;2004;1;1;1.796;1.415
137500;7350;197;0;0;2001;0;1;0;0
129000;7300;197;1;0;2000;0;1;2.295;0
129000;7300;197;1;0;2000;0;1;2.295;0
129000;7300;197;1;0;2000;0;1;2.295;0
129000;7300;197;1;0;2000;0;1;2.295;0
166000;7300;163;3;22;2004;0;1;1.796;1.415
123681;7300;163;3;23;2002;0;1;1.998;1.365
166000;7300;163;3;22;2004;0;1;1.796;1.415
123681;7300;163;3;23;2002;0;1;1.998;1.365
166000;7300;163;3;22;2004;0;1;1.796;1.415
166000;7300;163;3;22;2004;0;1;1.796;1.415
166000;7300;163;3;22;2004;0;1;1.796;1.415
166000;7300;163;3;22;2004;0;1;1.796;1.415
166000;7300;163;3;22;2004;0;1;1.796;1.415
123681;7300;163;3;23;2002;0;1;1.998;1.365
129000;7300;197;1;0;2000;0;1;2.295;0
129000;7300;197;1;0;2000;0;1;2.295;0
129000;7300;197;1;0;2000;0;1;2.295;0
166000;7300;163;3;22;2004;0;1;1.796;1.415
129000;7300;197;1;0;2000;0;1;2.295;0
129000;7300;197;1;0;2000;0;1;2.295;0
129000;7300;197;1;0;2000;0;1;2.295;0
129000;7300;197;1;0;2000;0;1;2.295;0
123861;7300;163;0;0;2002;0;1;0;0
163000;7300;163;1;0;2004;0;2;1.796;1.39
94300;7300;197;1;0;2003;0;2;2.295;1.385
163000;7300;163;1;0;2004;0;2;1.796;1.39
163000;7300;163;1;0;2004;0;2;1.796;1.39
163000;7300;163;1;0;2004;0;2;1.796;1.39
193000;7300;163;2;22;2005;3;2;1.796;1.39
149300;7300;163;2;0;2005;0;2;1.998;1.365
193000;7300;163;2;22;2005;3;2;1.796;1.39
164600;7300;163;3;22;2005;0;2;1.796;1.39
149300;7300;163;2;0;2005;0;2;1.998;1.365
193000;7300;163;2;22;2005;3;2;1.796;1.39
164600;7300;163;3;22;2005;0;2;1.796;1.39
149300;7300;163;2;0;2005;0;2;1.998;1.365
149300;7300;163;2;0;2005;0;2;1.998;1.365
149300;7300;163;2;0;2005;0;2;1.998;1.365
149300;7300;163;2;0;2005;0;2;1.998;1.365
149300;7300;163;2;0;2005;0;2;1.998;1.365
149300;7300;163;2;0;2005;0;2;1.998;1.365
228000;7300;184;3;0;2008;3;2;1.796;1.39
149300;7300;163;2;0;2005;0;2;1.998;1.365
228000;7300;184;3;0;2008;3;2;1.796;1.39
149300;7300;163;2;0;2005;0;2;1.998;1.365
149300;7300;163;2;0;2005;0;2;1.998;1.365
163000;7300;163;1;0;2004;0;2;1.796;1.39
79900;7290;136;1;0;1998;0;2;1.998;0
105990;7290;163;0;23;2003;3;2;1.998;0
105990;7290;163;0;23;2003;3;2;1.998;0
79900;7290;136;1;0;1998;0;2;1.998;0
79900;7290;136;1;0;1998;0;2;1.998;0
79900;7290;136;1;0;1998;0;2;1.998;0
79900;7290;136;1;0;1998;0;2;1.998;0
227789;7200;163;2;23;2006;0;2;1.796;1.39
227789;7200;163;2;23;2006;0;2;1.796;1.39
87800;7199;163;0;0;2002;0;1;1.998;1.365
87800;7199;163;0;0;2002;0;1;1.998;1.365
126123;7199;193;2;23;1998;3;1;2.295;0
87800;7199;163;0;0;2002;0;1;1.998;1.365
126123;7199;193;2;23;1998;3;1;2.295;0
87800;7199;163;0;0;2002;0;1;1.998;1.365
126123;7199;193;2;23;1998;3;1;2.295;0
87800;7199;163;0;0;2002;0;1;1.998;1.365
87800;7199;163;0;0;2002;0;1;1.998;1.365
87800;7199;163;0;0;2002;0;1;1.998;1.365
166000;7199;163;0;23;2004;1;1;1.796;1.415
87800;7199;163;0;0;2002;0;1;1.998;1.365
162000;7199;163;3;0;2004;3;2;1.796;1.39
162000;7199;163;3;0;2004;3;2;1.796;1.39
162000;7199;163;3;0;2004;3;2;1.796;1.39
162000;7199;163;3;0;2004;3;2;1.796;1.39
162000;7199;163;3;0;2004;3;2;1.796;1.39
162000;7199;163;3;0;2004;3;2;1.796;1.39
162000;7199;163;3;0;2004;3;2;1.796;1.39
162000;7199;163;3;0;2004;3;2;1.796;1.39
162000;7199;163;3;0;2004;3;2;1.796;1.39
162000;7199;163;3;0;2004;3;2;1.796;1.39
162000;7199;163;3;0;2004;3;2;1.796;1.39
162000;7199;163;3;0;2004;3;2;1.796;1.39
162000;7199;163;3;0;2004;3;2;1.796;1.39
162000;7199;163;3;0;2004;3;2;1.796;1.39
162000;7199;163;3;0;2004;3;2;1.796;1.39
162000;7199;163;3;0;2004;3;2;1.796;1.39
162000;7199;163;3;0;2004;3;2;1.796;1.39
162000;7199;163;3;0;2004;3;2;1.796;1.39
139400;7150;163;1;23;2002;0;2;1.998;1.365
139400;7150;163;1;23;2002;0;2;1.998;1.365
139400;7150;163;1;23;2002;0;2;1.998;1.365
139400;7150;163;1;23;2002;0;2;1.998;1.365
139400;7150;163;1;23;2002;0;2;1.998;1.365
139400;7150;163;1;23;2002;0;2;1.998;1.365
187000;7000;272;0;0;2005;0;1;3.498;1.485
138000;7000;163;2;0;2006;3;2;1.796;1.39
162000;7000;163;3;0;2005;3;2;1.796;1.39
161000;7000;163;3;0;2001;3;2;1.998;1.365
73939;7000;193;1;22;1998;0;2;2.295;1.325
73939;7000;193;1;0;1998;0;2;2.295;1.325
138000;7000;163;2;0;2006;3;2;1.796;1.39
162000;7000;163;3;0;2005;3;2;1.796;1.39
161000;7000;163;3;0;2001;3;2;1.998;1.365
73939;7000;193;1;22;1998;0;2;2.295;1.325
73939;7000;193;1;0;1998;0;2;2.295;1.325
138000;7000;163;2;0;2006;3;2;1.796;1.39
162000;7000;163;3;0;2005;3;2;1.796;1.39
161000;7000;163;3;0;2001;3;2;1.998;1.365
73939;7000;193;1;22;1998;0;2;2.295;1.325
73939;7000;193;1;0;1998;0;2;2.295;1.325
138000;7000;163;2;0;2006;3;2;1.796;1.39
162000;7000;163;3;0;2005;3;2;1.796;1.39
161000;7000;163;3;0;2001;3;2;1.998;1.365
73939;7000;193;1;22;1998;0;2;2.295;1.325
73939;7000;193;1;0;1998;0;2;2.295;1.325
138000;7000;163;2;0;2006;3;2;1.796;1.39
162000;7000;163;3;0;2005;3;2;1.796;1.39
73939;7000;193;1;22;1998;0;2;2.295;1.325
138000;7000;163;2;0;2006;3;2;1.796;1.39
162000;7000;163;3;0;2005;3;2;1.796;1.39
73939;7000;193;1;22;1998;0;2;2.295;1.325
138000;7000;163;2;0;2006;3;2;1.796;1.39
162000;7000;163;3;0;2005;3;2;1.796;1.39
73939;7000;193;1;22;1998;0;2;2.295;1.325
138000;7000;163;2;0;2006;3;2;1.796;1.39
162000;7000;163;3;0;2005;3;2;1.796;1.39
73939;7000;193;1;22;1998;0;2;2.295;1.325
138000;7000;163;2;0;2006;3;2;1.796;1.39
162000;7000;163;3;0;2005;3;2;1.796;1.39
73939;7000;193;1;22;1998;0;2;2.295;1.325
138000;7000;163;2;0;2006;3;2;1.796;1.39
162000;7000;163;3;0;2005;3;2;1.796;1.39
73939;7000;193;1;22;1998;0;2;2.295;1.325
138000;7000;163;2;0;2006;3;2;1.796;1.39
162000;7000;163;3;0;2005;3;2;1.796;1.39
73939;7000;193;1;22;1998;0;2;2.295;1.325
138000;7000;163;2;0;2006;3;2;1.796;1.39
162000;7000;163;3;0;2005;3;2;1.796;1.39
73939;7000;193;1;22;1998;0;2;2.295;1.325
138000;7000;163;2;0;2006;3;2;1.796;1.39
162000;7000;163;3;0;2005;3;2;1.796;1.39
73939;7000;193;1;22;1998;0;2;2.295;1.325
138000;7000;163;2;0;2006;3;2;1.796;1.39
162000;7000;163;3;0;2005;3;2;1.796;1.39
73939;7000;193;1;22;1998;0;2;2.295;1.325
138000;7000;163;2;0;2006;3;2;1.796;1.39
162000;7000;163;3;0;2005;3;2;1.796;1.39
73939;7000;193;1;22;1998;0;2;2.295;1.325
138000;7000;163;2;0;2006;3;2;1.796;1.39
220000;7000;163;0;21;2004;3;2;1.796;1.39
162000;7000;163;3;0;2005;3;2;1.796;1.39
161000;7000;163;3;0;2001;3;2;1.998;1.365
73939;7000;193;1;22;1998;0;2;2.295;1.325
73939;7000;193;1;0;1998;0;2;2.295;1.325
138000;7000;163;2;0;2006;3;2;1.796;1.39
162000;7000;163;3;0;2005;3;2;1.796;1.39
202245;7000;197;2;20;2000;3;2;2.295;1.385
73939;7000;193;1;22;1998;0;2;2.295;1.325
73939;7000;193;1;0;1998;0;2;2.295;1.325
138000;7000;163;2;0;2006;3;2;1.796;1.39
162000;7000;163;3;0;2005;3;2;1.796;1.39
202245;7000;197;2;20;2000;3;2;2.295;1.385
73939;7000;193;1;22;1998;0;2;2.295;1.325
